"id","smakeId","smakeFileName","fileName","originalName","mimeType","fileSize","path","downloadUrl","created_at","updated_at"
1,5220523,"63ff29d6dbdb446b990a0d2071a85f67.jpeg","1555325949f599f4d7def9aa0c1643f1f33b9b32ca.jpg",e.Hoorn.jpg,image/jpeg,"38904",C:\Users\skugga\BWD-master-25-03-2019\BWD\public\designImages,https://api.smake.io/v2/apps/10087/media/5220523/download,2019-04-15 12:59:09,2019-04-15 12:59:09
2,5226606,c61df32e143849e18f40c35995d67609.png,"1555434635bf842b5a9ac231c7f96d40c4f1130b9b.png","1550062334114e2b0c9198812f84ca0348183e26a3.png",image/png,"205406",C:\Users\skugga\BWD-master-25-03-2019\BWD\public\designImages,https://api.smake.io/v2/apps/10087/media/5226606/download,2019-04-16 19:10:36,2019-04-16 19:10:36
